layer_type,material,thickness,layer_points,xmesh_coeff,Phi_EA,Phi_IP,EF0,Et,Nc,Nv,Ncat,Nani,a_max,c_max,mu_n,mu_p,mu_c,mu_a,epp,g0,B,taun,taup,sn,sp,Red,Green,Blue,vsr_zone_loc,optical_model,xmesh_type,side,N_ionic_species
electrode,,,,,,,-0.89,,,,,,,,,,,,,,,,,70,1.00E+05,,,,,Beer-Lambert,erf-linear,right,0.00E+00
active,Si,1.80E-02,3600,0.7,0,-1.12,-0.89,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.33E+03,458.7,0.00E+00,0.00E+00,1.19E+01,0.00E+00,4.49E-15,7.00E-08,5.00E-08,,,1,0.87,0.87,,,,,
interface,Interface 1,1.00E-07,100,0.7,0,-1.12,-0.89,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.33E+03,458.7,0.00E+00,0.00E+00,1.19E+01,0.00E+00,4.49E-15,7.00E-08,5.00E-08,0.00E+00,0.00E+00,0.9,0.9,0.9,auto,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.16366,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.16252,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.16137,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.16022,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15908,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15793,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15678,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15563,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15449,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15334,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15219,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15105,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1499,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14875,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14761,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14646,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14531,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14417,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14302,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14187,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14072,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13958,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13843,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13728,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13614,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13499,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13384,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1327,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13155,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1304,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12925,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12811,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12696,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12581,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12467,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12352,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12237,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12123,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12008,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11893,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11779,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11664,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11549,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11434,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1132,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11205,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1109,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
