layer_type,material,thickness,layer_points,xmesh_coeff,Phi_EA,Phi_IP,EF0,Et,Nc,Nv,Ncat,Nani,a_max,c_max,mu_n,mu_p,mu_c,mu_a,epp,g0,B,taun,taup,sn,sp,Red,Green,Blue,vsr_zone_loc,optical_model,xmesh_type,side,N_ionic_species,extra_holes,extra_electrons
electrode,,,,,,,-0.89,,,,,,,,,,,,,,,,,1.00E+04,1.00E+05,,,,,Beer-Lambert,erf-linear,right,0.00E+00,0.00E+00,0
active,Si,1.00E+00,100,1,0,-1.12,-0.89,-0.8,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+22,1.00E+22,1.33E+03,458.7,0.00E+00,0.00E+00,1.17E+01,1.00E+20,3.18E-11,2.00E-07,2.00E-07,,,1,0.87,0.87,,,,,,,
electrode,,,,,,,-0.89,,,,,,,,,,,,,,,,,1.00E+04,1.00E+05,,,,,,,,,,
